course_id,name,course_mode,live_status,class_id,classroom_name,publish_status,have_permission,price,start_time,learn_cnt,cover_url,is_target
1338409,热学和光学自招,2,,59253, 精品课程,1,,1.0,,32,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1370917,复交三一考前集训,2,,59253, 精品课程,1,,1.0,,10,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1371648,2022高一暑假(2)班,2,,59253, 精品课程,1,,1.0,,1,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1371758,分班考试冲刺,2,,59253, 精品课程,1,,1.0,,19,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1376232,高一物理三一集训,2,,59253, 精品课程,1,,1.0,,56,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1378864,衔接课程,2,,59253, 精品课程,1,,200.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1388223,高一物理自招 动量 功和能系列,2,,59253, 精品课程,1,,1.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1388224,高三自招冲刺,2,,59253, 精品课程,1,,1.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1388225,必修也和必修二集训复习,2,,59253, 精品课程,1,,1.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1388514,66,2,,59253, 精品课程,1,,3.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1389084,电磁 动量三一集训,2,,59253, 精品课程,1,,1.0,,31,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1391354,春季4次磁场课,2,,59253, 精品课程,1,,1.0,,1,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1392992,2024分班考集训冲刺,2,,59253, 精品课程,1,,1.0,,20,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1393276,2024暑高一物理三一集训,2,,59253, 精品课程,1,,1.0,,37,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1393282,动量和电磁三一集训,2,,59253, 精品课程,1,,1.0,,40,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1393821,2024学考冲刺,2,,59253, 精品课程,1,,1.0,,23,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394241,2025复交三一总复习,2,,59253, 精品课程,1,,1.0,,29,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394586,2025高一物理下 期中复习,2,,59253, 精品课程,1,,1.0,,21,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394674,考前复习,2,,59253, 精品课程,1,,1.0,,,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394724,临门一脚 考前冲刺,2,,59253, 精品课程,1,,1.0,,60,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394757,2025高一物理期末复习,2,,59253, 精品课程,1,,1.0,,19,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394760,复交三一考前冲刺,2,,59253, 精品课程,1,,1.0,,20,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394985,电磁衔接课程,2,,59253, 精品课程,1,,1.0,,32,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1394988,2025暑高一（3）,2,,59253, 精品课程,1,,1.0,,52,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395009,2025暑高三压轴冲刺（一）班7点45,2,,59253, 精品课程,1,,1.0,,52,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395010,2025暑高三压轴冲刺（二）班  19点35,2,,59253, 精品课程,1,,1.0,,79,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395011,2025暑高二物理（一）班13点20,2,,59253, 精品课程,1,,1.0,,57,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395012,2025暑高二物理（二）班17点45,2,,59253, 精品课程,1,,1.0,,91,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395073,2025暑高一三一,2,,59253, 精品课程,1,,1.0,,50,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395082,2025动量电磁三一集训,2,,59253, 精品课程,1,,1.0,,40,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395139,2025高一三一暑假回放课程 （微积分两节）,2,,59253, 精品课程,1,,1.0,,26,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395153,2025暑高一4班,2,,59253, 精品课程,1,,1.0,,1,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395154,2025秋 高一 （1）19点35,2,,59253, 精品课程,1,,1.0,,38,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395155,2025秋 高一 （2）11点40,2,,59253, 精品课程,1,,1.0,,37,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395156,2025秋高三首考冲刺 （1班）7点45,2,,59253, 精品课程,1,,1.0,,48,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395157,2025秋高三首考冲刺 （2班）21点15,2,,59253, 精品课程,1,,1.0,,36,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395158,2025秋高二（1）17点45,2,,59253, 精品课程,1,,1.0,,51,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395159,2025秋高二（二）9点35,2,,59253, 精品课程,1,,1.0,,32,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395160,2025秋 高一3班15点10,2,,59253, 精品课程,1,,1.0,,16,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395474,2025秋高一期中冲刺复习,2,,59253, 精品课程,1,,1.0,,51,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395574,2025学考冲刺复习,2,,59253, 精品课程,1,,1.0,,17,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395648,临门一脚 考前冲刺,2,,59253, 精品课程,1,,1.0,,95,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
1395659,2025秋高一期末复习,2,,59253, 精品课程,1,,1.0,,50,https://imgs.genshuixue.com/83608986_3mlxq5v3.png,1
